id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
31,transformer.h.2.ln_1.bias,Bias,16,768,0,12289,12289,96155,1537,20531,13056,16.001302083333332,7.82447717470909,1.6706810969159411,0.1250712018878672,125.20182291666667
32,transformer.h.2.mlp.c_fc.weight,Weight,8,2359296,12040678,7944298,19984976,206790976,25995862,58887324,9082727,8.47073703342014,10.3473217080671,2.946579670648591,1.3007702386032387,87.64944118923611
33,transformer.h.2.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,70670,6145,15363,6144,16.000651041666668,1.4377263294950564,0.3125483175326525,0.12501525816820605,23.004557291666668
34,transformer.h.2.mlp.c_proj.weight,Weight,8,2359296,11987572,7540886,19528458,203107228,25849752,58063940,8720898,8.277239481608072,10.40057684021954,2.9732987622473828,1.323696525347777,86.08806525336371
35,transformer.h.2.mlp.c_proj.bias,Bias,16,768,0,12289,12289,94314,1536,19917,13056,16.001302083333332,7.674668402636504,1.6207177150297014,0.12498982830173326,122.8046875
36,transformer.h.2.ln_2.weight,Weight,16,768,0,12289,12289,93840,1536,19759,13056,16.001302083333332,7.636097322809016,1.6078606884205386,0.12498982830173326,122.1875
37,transformer.h.2.ln_2.bias,Bias,16,768,0,12289,12289,98142,1536,21193,13056,16.001302083333332,7.98616649035723,1.7245504109366099,0.12498982830173326,127.7890625
38,transformer.h.3.attn.c_attn.weight,Weight,8,1769472,8984727,6485498,15470225,157996851,19460716,44959408,7233735,8.742848149052373,10.212964000200385,2.906189664339077,1.2579465392390867,89.29039340549045
39,transformer.h.3.attn.c_attn.bias,Bias,16,2304,0,36866,36866,53004,4608,11522,4608,16.000868055555557,1.4377475180383008,0.3125372972386481,0.12499321868388216,23.005208333333332
40,transformer.h.3.attn.c_proj.weight,Weight,8,589824,3014388,1447344,4461732,49346449,6465794,14416673,2061276,7.56451416015625,11.059931210570245,3.2311830921265554,1.4491668257976946,83.66300625271268
41,transformer.h.3.attn.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
42,transformer.h.3.ln_1.weight,Weight,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
43,transformer.h.3.ln_1.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
44,transformer.h.3.mlp.c_fc.weight,Weight,8,2359296,12037840,7891866,19929706,206289805,25981197,58731799,9013555,8.447310553656685,10.35087045438603,2.9469475866829145,1.3036417596927923,87.43701722886827
45,transformer.h.3.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,386745,6144,82833,52224,16.000651041666668,7.868027017129837,1.6851731293485779,0.12499491394393132,125.8935546875
46,transformer.h.3.mlp.c_proj.weight,Weight,8,2359296,11968650,7299990,19268640,201554848,25789708,57697716,8579482,8.1671142578125,10.460252929111759,2.994384450589144,1.3384290743923806,85.43008083767361
47,transformer.h.3.mlp.c_proj.bias,Bias,16,768,0,12289,12289,94332,1536,19923,13056,16.001302083333332,7.676133127186915,1.621205956546505,0.12498982830173326,122.828125
48,transformer.h.3.ln_2.weight,Weight,16,768,0,12289,12289,94695,1536,20044,13056,16.001302083333332,7.705671738953535,1.6310521604687118,0.12498982830173326,123.30078125
49,transformer.h.3.ln_2.bias,Bias,16,768,0,12289,12289,98205,1536,21214,13056,16.001302083333332,7.991293026283668,1.7262592562454226,0.12498982830173326,127.87109375
50,transformer.h.4.attn.c_attn.weight,Weight,8,1769472,8987905,6272031,15259936,156642347,19450589,44691123,7089543,8.62400535300926,10.264941281536174,2.9286573023635225,1.2746179931554102,88.5249085602937
51,transformer.h.4.attn.c_attn.bias,Bias,16,2304,0,36866,36866,282846,4608,59720,39168,16.000868055555557,7.6722725546574075,1.6199207942277438,0.12499321868388216,122.76302083333333
